id,status_group
36679,functional needs repair
15006,functional needs repair
69148,functional needs repair
31181,functional
34956,functional
67644,functional
16621,functional
68351,functional
20604,functional
57032,non functional
13691,functional
51462,non functional
14876,functional
60874,functional
25491,functional
66493,functional
53243,functional
69238,non functional
66090,functional
14441,functional
45197,functional
38190,non functional
46149,functional
20342,non functional
69581,non functional
11078,functional
1240,functional
33682,functional
35605,functional
32353,functional
70853,functional
3174,functional
53100,functional
13499,functional
55627,functional
2897,non functional
13680,functional needs repair
1728,functional
14522,functional
64313,non functional
30690,functional
53626,functional
31413,non functional
34503,functional
23930,functional
52266,functional
14722,functional
44732,functional
33296,functional
35024,functional
38393,non functional
63066,non functional
34343,functional
17288,non functional
8883,non functional
3114,non functional
48560,functional
29834,functional
70514,functional
13218,non functional
68393,functional
26061,non functional
42146,non functional
4329,functional
44946,non functional
16638,non functional
6439,functional
16423,functional
9132,functional
16500,functional
73503,functional
23157,functional
65375,functional
43250,functional
13091,functional
52906,functional
10514,functional
26528,functional
20131,non functional
16136,non functional
6449,non functional
60668,functional
57961,functional
53222,functional
11035,functional
7365,functional
63047,functional
56647,functional
52185,functional
69808,functional
11750,non functional
73874,non functional
63637,non functional
1598,functional
42529,functional
50829,non functional
32514,functional
26525,functional
22002,non functional
67746,functional
48530,functional
36378,functional
28537,functional
34947,functional
23216,functional
73765,functional needs repair
70087,non functional
72017,functional
2245,non functional
69935,non functional
73855,functional
17630,non functional
41555,functional
56374,functional
42223,non functional
67246,functional
1626,non functional
71657,functional
34270,functional
57419,functional
34182,functional
51391,functional
6611,functional
17663,functional
10829,functional
28980,functional
15978,non functional
12612,functional
13405,non functional
4606,functional
34440,non functional
37236,functional
46392,functional
8397,functional
49826,functional needs repair
53266,functional needs repair
4445,functional
35581,non functional
44436,functional needs repair
51650,functional
43955,functional
64493,non functional
26625,functional
34001,functional
56986,functional
72923,non functional
23864,non functional
39806,functional
24504,functional
57988,non functional
62253,functional
44994,functional
43900,non functional
27030,functional
52284,functional
54158,non functional
55462,functional
21377,functional
24674,non functional
25379,non functional
19115,non functional
2329,functional
28280,non functional
62424,functional
11926,non functional
39414,functional
54210,functional
59252,non functional
8346,functional
45433,functional
37781,non functional
67695,non functional
52865,non functional
59815,non functional
71016,functional
34192,functional
43827,non functional
13915,functional
72292,functional
8989,functional
10137,functional
70001,functional
10803,functional
37536,functional
30837,functional
13705,functional
4971,functional
31828,functional
30315,non functional
28261,functional
60980,non functional
45183,functional
3576,non functional
51493,functional
13515,functional
29405,functional
51606,functional
34486,non functional
48617,non functional
788,functional
67410,functional
56926,functional
53692,functional
62451,non functional
66223,functional
8456,functional
2575,functional
58342,non functional
70148,functional
6007,non functional
59929,non functional
67531,functional
50284,functional
38185,non functional
39094,functional
14891,non functional
20717,non functional
3263,functional needs repair
68029,functional
53247,non functional
56125,functional
72189,functional
67295,functional
16668,functional
43813,non functional
46765,non functional
24571,functional
17016,functional
74089,non functional
61710,non functional
42957,functional
8,non functional
2729,functional
9836,functional
14071,non functional
20425,functional
58926,functional
9575,functional needs repair
69944,functional needs repair
47347,functional
266,functional
52545,functional
37667,functional
2754,functional
50808,functional needs repair
49981,functional
8412,functional
3203,functional
64036,functional
69103,functional
3813,functional
61058,functional
41755,functional needs repair
32135,non functional
23460,non functional
56980,functional
6908,functional
27575,functional
18902,non functional
71170,non functional
41802,functional
21085,non functional
8598,functional
20229,non functional
67796,non functional
1204,non functional
66578,non functional
68975,functional
71405,functional
12719,non functional
15197,functional
45418,functional
20204,functional
50417,functional
20121,functional
26135,functional
14126,functional
10684,functional
32349,non functional
9888,functional
8096,functional
52131,functional
21028,non functional
19474,non functional
14076,functional
44107,non functional
43608,functional
55942,functional
17469,non functional
68773,non functional
24471,functional
52467,functional
38568,functional
5861,non functional
36403,functional needs repair
67343,non functional
55705,functional
43934,functional
31373,non functional
39824,non functional
1308,functional
50852,non functional
11143,functional
5695,non functional
63761,functional
34631,non functional
4652,functional
25255,functional
60037,non functional
56567,functional
41006,non functional
39757,functional
9264,functional
9499,functional needs repair
43759,non functional
33074,functional
33799,non functional
44343,functional
57807,functional
720,non functional
59904,functional
66111,functional
42130,non functional
2096,non functional
13833,functional
12628,functional
10810,functional
21333,functional
30646,functional
59519,non functional
60822,functional
70458,functional
32937,non functional
1245,functional
3916,functional
44193,functional
5799,functional
56740,functional
62061,functional
52042,non functional
66981,functional
57283,functional
27160,functional
16791,functional needs repair
55674,non functional
21411,non functional
17106,functional
74109,functional needs repair
43812,functional
14108,non functional
45223,functional
52618,functional
26813,functional needs repair
30238,functional
28140,functional
20273,functional
24862,non functional
50392,functional needs repair
59924,non functional
73518,non functional
45236,functional
2739,non functional
40124,functional
29519,non functional
9184,functional
25103,functional
37341,functional
36792,functional
49828,functional
52036,functional
15094,functional
64528,functional
23639,functional
30084,non functional
28126,non functional
10973,functional
47623,functional
11686,non functional
60783,functional
53119,functional
39586,non functional
20944,functional needs repair
62872,functional
72809,functional
15024,functional
67420,functional
9413,non functional
51279,functional
5317,functional
4688,non functional
61626,functional
50625,functional
65040,functional
69129,functional
22702,functional
34108,functional
66302,non functional
19121,functional
8451,non functional
31117,non functional
46119,functional
47099,functional
12006,non functional
29439,functional
69051,functional
30236,functional
67654,functional needs repair
2391,functional
38278,non functional
39046,non functional
40458,functional
35509,non functional
40525,functional
61152,functional
27853,non functional
65539,functional
5193,functional
28654,functional
42682,functional
53541,functional
20128,non functional
3879,non functional
33259,non functional
62870,functional
47112,functional
39974,functional
14630,functional
12014,functional
72431,functional
48662,functional
19579,functional
1148,functional
27010,functional
12232,functional
55690,non functional
29436,functional
13821,functional
38333,non functional
74078,functional
38300,functional
43198,functional
46766,non functional
17481,functional
45146,non functional
52203,non functional
67438,functional
7758,functional
59341,non functional
62231,functional
67659,non functional
38786,non functional
2622,non functional
14712,functional
70303,functional
72075,non functional
60922,non functional
56395,functional
72779,non functional
62962,non functional
35938,non functional
5107,non functional
64811,non functional
8958,functional
49335,non functional
71822,non functional
49668,functional
11915,non functional
34462,functional
5853,functional
65058,non functional
49953,functional
61981,functional
39499,functional
24941,non functional
45322,functional
49975,non functional
73464,non functional
49337,functional
67693,non functional
24826,functional
62268,functional
15299,functional
50513,functional
35798,functional
34294,functional
9561,functional
42257,functional
11883,non functional
56619,functional
20401,functional
57170,functional
73087,functional
47041,non functional
35089,non functional
69074,functional
21783,functional
20438,functional
12494,functional
63091,functional
22184,functional
6475,functional
27412,functional
65424,non functional
73031,functional
25734,functional
24646,non functional
54964,functional
12060,non functional
60391,functional
32214,functional
24066,non functional
30506,non functional
36294,functional
63467,non functional
65131,non functional
48878,non functional
73585,functional
2577,functional
71631,functional
37937,functional
47482,non functional
67227,functional
12565,functional
55737,non functional
31473,non functional
5392,functional
61668,non functional
17331,non functional
50071,non functional
9233,functional
17464,functional
47060,non functional
40720,functional
9852,functional
6523,functional
1964,functional
30203,non functional
49324,functional
35704,functional
52892,non functional
62068,functional
4760,non functional
73241,functional
3608,functional
8040,non functional
19032,functional
50655,functional
66218,functional
53479,functional
4168,non functional
54201,non functional
41992,non functional
59601,non functional
37349,functional
10066,functional
30350,functional
7212,functional
60122,functional
1459,non functional
50403,functional
73039,functional
37442,functional
23198,non functional
27239,non functional
33428,non functional
28434,functional
5858,non functional
28447,functional
55383,functional
45175,functional needs repair
15164,functional needs repair
30032,functional
31232,functional
38719,functional
31219,non functional
37046,functional
74219,non functional
3379,functional
15635,functional
46987,functional
58860,functional
40924,functional
73498,functional
15958,functional
35,non functional
18629,functional
59066,functional
60240,functional
6433,functional needs repair
29135,functional
7172,non functional
62848,non functional
27931,functional
51007,non functional
48130,non functional
56378,non functional
12297,non functional
18397,functional
70519,functional
57774,functional
11605,functional
62235,functional
59758,functional
52563,non functional
6372,functional
20253,functional
54715,functional
65845,functional
55327,non functional
8445,non functional
45317,functional
48028,non functional
61714,functional
25670,functional
72472,functional
66658,non functional
56596,functional
41892,functional
69760,non functional
8209,non functional
32443,functional
40178,functional
18898,functional
41197,functional needs repair
50936,non functional
72123,functional
24151,non functional
72314,functional
58634,functional
30333,functional
60190,functional
43872,non functional
17815,non functional
19914,functional
21678,non functional
2243,non functional
2048,non functional
25272,non functional
37275,non functional
10219,non functional
52669,non functional
35894,non functional
55917,functional
47311,functional
5650,functional
35411,functional
13745,functional
73128,functional
73641,functional
52501,functional
6,functional
15012,functional
9186,non functional
37843,functional
10087,functional
58515,functional needs repair
58632,functional
38058,functional
45808,non functional
3734,functional
5954,functional
2120,functional
20656,functional
9941,non functional
48136,functional
25667,functional
67923,non functional
65004,functional
39729,functional
58129,functional
71011,functional
46297,functional
55506,non functional
17313,non functional
5354,functional
44840,non functional
69282,non functional
27810,functional
54565,functional needs repair
36412,non functional
41634,non functional
10069,functional
24144,non functional
55746,non functional
72527,non functional
16874,functional
16507,functional
49186,functional
14723,functional
34829,functional needs repair
4230,non functional
25663,functional
28659,functional
72261,non functional
65318,functional
38000,functional
42426,non functional
53680,non functional
55073,functional
15060,functional
14962,functional
57503,functional
30827,non functional
14934,functional
44282,non functional
32695,functional
52833,non functional
1031,functional
31348,non functional
72039,non functional
55260,functional
28619,functional
48537,functional
55881,non functional
34259,functional needs repair
7393,functional
47000,functional
11396,functional
71128,functional
35446,functional
14199,non functional
55106,non functional
14174,functional
46157,non functional
24119,functional
59683,non functional
42332,functional
53789,functional
7327,non functional
14830,non functional
71,functional
43336,functional
7572,functional
14025,functional
72350,functional
35243,functional
3198,functional
66159,non functional
46388,functional
35058,functional
62664,functional
48729,non functional
73505,functional
8273,non functional
30205,non functional
48411,functional
22923,functional
28036,functional
51081,functional
45548,functional
17412,functional
6005,functional
36396,non functional
5918,non functional
1652,functional
47773,functional
8360,functional
38087,non functional
13353,functional
39565,functional
57747,non functional
55807,functional
8618,functional
51106,non functional
50224,functional
57151,non functional
33547,functional
30218,functional
26889,functional
72229,functional
45900,functional
8329,non functional
64921,non functional
29234,non functional
56659,non functional
36418,non functional
35275,non functional
8340,non functional
64806,functional
16383,functional needs repair
34070,non functional
27109,functional
70756,functional
43569,functional
61891,functional
57071,non functional
68881,non functional
65691,functional
23108,functional
26111,functional
30764,non functional
71402,functional
53117,functional
54827,functional
15330,non functional
42266,non functional
9178,functional
35473,non functional
60035,non functional
10148,non functional
34667,functional
34832,non functional
52046,non functional
54655,non functional
52325,functional
19284,functional
53982,functional needs repair
25939,non functional
47560,functional
65675,non functional
9191,functional
41423,non functional
58381,non functional
34804,functional
34395,functional
52928,non functional
13375,functional
16,functional
61455,non functional
59308,functional
20804,functional
62167,functional
54528,functional
8178,functional
48349,functional
6881,non functional
16055,functional
50693,functional
52445,non functional
20341,functional
28682,functional
51031,functional
57143,functional
37987,functional
8526,functional
13854,functional
66598,functional needs repair
22295,non functional
28903,non functional
1229,non functional
49623,functional
65775,non functional
69508,non functional
1446,functional
16723,functional
18002,functional
24173,non functional
33793,functional needs repair
5688,non functional
30836,functional
22782,non functional
48791,non functional
19046,functional
24564,functional
41389,functional
27237,non functional
37835,non functional
66361,functional
56655,functional
60241,functional
49619,functional
34159,functional
1805,functional
68962,functional
41428,functional
10878,functional
4226,functional
46135,functional
18980,functional
19454,functional
31047,functional
58352,functional
7653,functional
34728,functional
15458,functional
52349,non functional
16972,functional
28462,non functional
18384,functional
20771,non functional
22052,functional
55827,functional
71062,functional needs repair
74130,non functional
24208,functional
68868,functional
71490,non functional
13422,non functional
25163,functional
42268,non functional
49372,non functional
21032,functional
72142,non functional
38960,functional
31419,functional
7759,functional
34914,functional
52332,functional
34269,functional
9639,non functional
9311,functional
69391,functional
16992,non functional
5921,functional
56175,non functional
18414,functional
5164,functional
66318,functional needs repair
42123,non functional
26122,non functional
35249,functional
34271,functional
51167,non functional
45407,functional
63980,non functional
74060,non functional
26390,functional
7355,non functional
68626,functional
25455,non functional
43947,functional
70694,functional
27193,non functional
45929,functional
63698,non functional
44953,functional
27897,functional
26849,non functional
60058,functional needs repair
67262,non functional
69407,functional
11708,functional
5780,functional
42278,functional
10067,non functional
37833,functional
71969,non functional
28291,non functional
66755,functional
66860,functional
17032,functional
11965,non functional
73870,functional
56803,non functional
16150,functional
3912,non functional
26667,non functional
45077,functional
12852,functional
21299,functional
32924,functional
66974,functional
20857,non functional
41209,functional
43282,functional
8597,non functional
36375,functional
24392,functional
47061,functional
54640,functional
61720,non functional
68423,non functional
29345,functional needs repair
33686,functional
9598,functional
66348,functional
42618,functional
34334,functional
2903,functional
41268,functional
10832,functional needs repair
28443,functional
43167,functional
44857,functional
73320,non functional
39135,functional
3175,functional
50645,functional needs repair
14695,functional
73160,non functional
15976,functional
15836,non functional
41181,functional
52198,non functional
51546,functional
25956,non functional
5038,functional
4107,functional
57765,functional
63349,functional
25041,functional needs repair
40284,functional
43991,non functional
20729,functional
21241,non functional
39687,non functional
48231,functional
23713,non functional
31678,functional
51508,functional
17735,functional
25188,non functional
2392,non functional
71111,non functional
62646,functional
23385,non functional
68195,non functional
28609,non functional
40379,functional
45898,functional
7108,non functional
45256,non functional
73078,functional
7898,functional
4570,functional
62582,non functional
60580,functional
18528,functional
27488,functional
22814,functional
24431,functional
44808,non functional
42786,functional
71869,functional
2694,functional
66685,non functional
56048,non functional
19733,functional
19395,non functional
31254,functional
35936,functional
61951,functional
35650,non functional
33969,functional
33650,non functional
64293,functional
26721,functional
31836,functional
61373,non functional
40540,functional
62797,functional
67354,functional
71376,non functional
67332,functional
47019,functional
35236,functional
57947,functional
48226,functional
18758,functional
67944,functional
45291,functional
22825,functional
22115,functional
28710,functional
20434,functional
28569,functional
22992,functional
20176,non functional
25860,non functional
19564,non functional
62394,functional
60420,non functional
29641,functional
30096,non functional
21358,non functional
21657,functional
21771,non functional
11997,functional
3581,functional
15457,functional
7831,functional
28377,functional
30676,non functional
21341,functional
4555,functional
25075,functional
15411,functional
6176,functional
56349,functional
2792,functional
53299,non functional
7623,functional
28562,functional
28271,non functional
40451,functional
23270,non functional
15433,non functional
11842,functional
31937,non functional
37139,functional
45734,functional
2881,functional
32237,non functional
41461,functional
51995,non functional
2267,non functional
71757,non functional
61534,functional
31399,functional
23002,functional
69635,non functional
13166,non functional
38082,non functional
67795,non functional
47165,non functional
61518,functional
32500,functional
12277,functional
43330,functional
4019,functional
66475,functional
22730,functional
38787,non functional
57687,non functional
3865,non functional
34505,non functional
60907,non functional
7771,non functional
38757,functional
27051,functional
14560,functional
59278,functional
34747,functional
38855,functional
46230,functional
49753,functional
28118,non functional
48182,non functional
29801,non functional
66060,functional
53145,non functional
40263,non functional
48012,non functional
64215,non functional
15539,functional
585,functional
39831,functional
43874,functional
8901,functional
47874,non functional
65197,functional
29241,functional
8046,non functional
48205,functional
30250,non functional
7249,functional
35659,functional
68851,non functional
50683,functional
39507,non functional
55284,functional
47238,functional
62434,non functional
45553,non functional
72891,functional
69996,functional
7775,non functional
14906,non functional
19802,non functional
51801,functional
11137,non functional
30717,functional
53740,functional
59238,functional
9168,functional
74047,non functional
25214,functional
68190,non functional
5413,functional
1390,functional
16945,non functional
53907,functional
72874,non functional
7778,functional
61787,non functional
35782,non functional
6815,non functional
35830,non functional
28866,non functional
69010,non functional
64216,functional
43595,non functional
12370,functional
59379,non functional
23820,functional
55890,functional
3927,non functional
69255,functional needs repair
16020,functional
69199,functional
67462,non functional
10164,functional
70426,non functional
67375,functional
67549,functional
40858,functional
14285,non functional
44550,functional
50110,functional
691,functional
11470,non functional
35748,non functional
67465,functional
64161,functional
35124,functional
50132,non functional
53025,functional
29843,non functional
41504,non functional
40775,functional
39959,non functional
58752,functional
34328,functional needs repair
61630,non functional
63188,functional
38477,functional
31004,non functional
53355,non functional
33564,non functional
40665,functional
65826,non functional
46864,functional
45389,non functional
54531,non functional
37323,functional
60868,functional
65853,functional
61398,functional needs repair
49670,non functional
35314,functional
73688,non functional
23334,non functional
61615,non functional
6279,functional
48789,functional
30702,non functional
73115,functional
20249,functional
45737,non functional
44747,functional
41503,non functional
68534,functional
6555,non functional
37222,functional
72900,non functional
47133,functional
53779,functional
7470,functional needs repair
49409,non functional
25374,non functional
46634,functional
38433,functional
29685,functional
5978,functional
451,functional
67269,functional
50642,functional
48403,functional
961,functional
53677,non functional
4900,non functional
43586,functional needs repair
28540,functional
66074,non functional
11152,non functional
26778,non functional
38999,functional
41578,non functional
54333,functional
28862,non functional
8083,functional
17280,non functional
16823,functional
28545,non functional
73741,non functional
56407,functional
63731,non functional
48993,functional
37115,non functional
53070,functional
23274,non functional
52947,non functional
64741,non functional
17027,functional
9934,functional
58658,functional
30414,non functional
48149,functional
25781,functional
10231,non functional
50187,functional
65027,non functional
50206,functional
19745,functional
51326,non functional
12169,functional
19505,non functional
14661,non functional
15242,non functional
15543,functional
61137,functional
64332,non functional
26941,non functional
57209,functional
35914,functional
76,functional
23127,non functional
20899,functional
52918,functional
12166,non functional
36677,functional
9979,functional
49301,non functional
69330,non functional
9503,functional
31218,functional
56571,functional
59988,non functional
46115,functional
62196,functional
66183,functional
13579,functional
12607,non functional
30092,functional
10652,functional
58341,functional
1961,functional
59597,functional
12104,functional
20930,non functional
21468,non functional
66987,functional
13670,functional
41673,non functional
71304,functional
36110,functional
10853,functional
40564,functional
6725,non functional
65161,functional
3120,functional
1484,functional
74035,functional
13183,functional
6173,functional
39613,functional
19883,functional
51941,functional
68091,functional
24639,non functional
38793,functional
34378,functional
8585,non functional
71494,functional
61835,functional
23136,functional
59570,non functional
60656,functional
23193,non functional
60382,functional
46962,functional
3750,functional
57573,functional
46461,functional needs repair
36387,functional
22872,functional
71706,functional
60472,functional
28425,functional
48484,functional
33272,functional
60212,functional
65193,non functional
51176,non functional
5225,functional
49382,non functional
26317,functional
72541,functional
35426,functional
3423,functional
58916,non functional
35837,functional
3418,functional
36054,non functional
4363,functional
25118,functional
11972,non functional
74237,functional
32858,functional
24606,non functional
13417,functional
34939,functional
65767,functional
42832,functional needs repair
50292,functional
63664,functional
61224,functional
71415,non functional
42890,non functional
43417,functional
35604,non functional
2072,functional
47804,non functional
7046,functional
544,non functional
35592,functional
69913,functional
65934,functional
60611,non functional
58179,functional
70559,functional
46692,non functional
40556,functional needs repair
27182,functional
4808,functional
40504,functional
29224,non functional
56526,functional
7125,functional
30381,functional
59822,functional
9033,functional
55830,non functional
57677,functional
36612,functional
44019,functional
29286,functional
40106,non functional
17309,functional
40796,non functional
72870,non functional
38221,non functional
37051,functional needs repair
9545,functional
24424,functional
38841,non functional
50364,functional
58846,functional
48100,non functional
56050,non functional
47551,functional
62737,functional
66609,non functional
29225,functional
30857,functional
16593,functional
10395,functional
60023,functional
64796,functional
53311,functional
72427,functional
61496,non functional
13041,functional
37326,non functional
27373,functional
57477,non functional
71710,non functional
48501,non functional
43272,non functional
53393,functional
19741,non functional
55103,functional
73459,functional
73624,functional needs repair
4280,non functional
46527,non functional
49205,functional
32328,functional
6993,functional
30956,non functional
10862,functional
3638,functional
6845,functional
20108,functional needs repair
45837,functional
28751,functional
32773,functional
43258,functional
14317,functional
72630,functional
6343,functional
59685,non functional
7223,non functional
18449,non functional
26344,functional
43556,functional
52229,functional
73346,non functional
14703,functional
49643,non functional
69522,functional
41909,functional
40605,non functional
20713,functional
6922,functional
25873,functional
31834,non functional
69001,functional
56915,functional
38528,functional
10951,non functional
46064,non functional
20959,non functional
8304,functional
52098,functional
36958,functional
12793,functional needs repair
22026,functional
48256,functional
19674,functional
57207,functional
42078,non functional
15362,functional
31385,functional
72935,non functional
37386,functional
6479,non functional
37732,functional
39206,non functional
2559,non functional
55992,non functional
52135,non functional
70226,functional
43753,functional
6837,non functional
63455,functional
3333,functional
66511,functional
67528,non functional
33061,non functional
65758,functional
69896,non functional
42402,functional needs repair
4913,non functional
73127,functional
14249,non functional
63966,non functional
51603,functional
40959,functional
29556,functional
6214,non functional
65280,functional
20256,functional
13105,non functional
27401,functional
62339,non functional
62460,functional
14194,functional
62850,functional
53176,non functional
29070,functional
46061,functional
38670,functional
52565,functional
57767,functional
28078,functional
21820,functional
3478,non functional
15656,functional needs repair
39990,functional
11635,non functional
43504,non functional
38358,functional
8159,non functional
9047,functional
44243,functional
27188,non functional
20508,functional
34175,functional
20261,functional needs repair
16693,functional
38126,non functional
3673,functional
48765,functional
5444,functional
55456,non functional
22453,functional
25778,functional
69175,functional
64584,functional
56451,functional
34007,functional
36719,functional
44844,non functional
27636,functional
46102,functional
11110,functional
30089,non functional
7040,functional
8372,non functional
15649,functional needs repair
1437,functional
31331,non functional
34280,non functional
17086,non functional
21232,functional
13630,functional
37566,functional
39143,non functional
20950,functional
26301,functional
13335,non functional
30560,non functional
14976,functional
7590,functional
25809,functional
72882,functional needs repair
59155,functional
73165,functional
4355,non functional
31061,functional
12366,functional
67329,functional
26095,functional
44014,non functional
1531,functional
34396,non functional
13546,functional needs repair
67302,functional
59010,functional
30304,non functional
21364,non functional
23423,functional
11802,functional
45315,functional
42516,functional
2814,functional
62880,functional
31193,non functional
54097,functional
12506,functional
56436,non functional
3540,functional
37478,non functional
10467,functional needs repair
51845,non functional
72401,functional
47200,functional
4017,functional
1058,functional
15043,non functional
44785,functional
56817,non functional
46290,non functional
44319,non functional
72349,functional
3707,functional
35532,non functional
54328,non functional
26734,functional needs repair
8703,functional needs repair
48324,non functional
53659,non functional
45123,non functional
65970,functional
28520,non functional
2979,functional
6705,functional
32283,functional
40422,non functional
57403,functional
20874,functional
37588,functional
36441,non functional
72795,functional
26471,non functional
8977,functional
50909,functional
66560,non functional
2629,functional
8066,functional
5336,functional
53412,functional
28534,functional
8647,functional
30898,functional
5763,functional
19519,functional
54330,non functional
10446,functional
31681,functional
22315,functional
70387,functional
60114,functional
62324,functional
72019,functional
40841,non functional
36290,non functional
66392,functional
30661,non functional
46343,functional
64469,functional
70282,non functional
58152,functional
53694,functional
44252,functional
73646,non functional
72440,non functional
59737,non functional
8419,functional
51855,functional
11865,functional
28626,functional
58481,functional
19930,functional
40322,functional
57600,functional needs repair
37373,non functional
57139,functional
69932,functional
30064,functional
56595,non functional
49278,functional
62042,functional
27300,functional
35377,functional needs repair
61983,functional
17073,functional
20588,functional
69677,non functional
32350,functional
5602,non functional
34267,non functional
879,functional
52671,non functional
28647,functional
48391,non functional
21419,non functional
16229,functional
64244,non functional
17047,non functional
910,functional
57657,functional
22606,functional
6059,functional
34578,functional
10072,non functional
8803,functional
54289,non functional
59191,non functional
71243,functional
2963,functional
61921,functional
529,functional
28852,non functional
24706,functional
60369,functional
38797,functional
5703,functional needs repair
41577,non functional
45801,functional needs repair
2037,non functional
21801,functional
18579,non functional
57627,functional
42739,functional
25924,functional
30292,functional
54198,functional
6812,non functional
73790,functional
49749,non functional
7717,functional
52614,functional
43138,functional
35796,functional
35880,functional
9342,functional
56641,functional
35215,functional
8027,functional
60243,functional
11138,functional
30376,functional
64851,functional
26439,functional
25752,functional
19372,functional
72354,non functional
29421,non functional
6707,functional
72716,functional
47671,functional
5960,functional
30081,functional
30375,functional
2749,non functional
71010,non functional
5986,non functional
54349,non functional
38270,non functional
42654,non functional
51936,functional
42209,non functional
2569,functional
22822,functional
70917,functional
45544,functional
70406,functional
71204,non functional
52929,functional
1938,non functional
4284,functional
66325,non functional
28116,functional
25378,functional
37087,functional
30209,functional
59030,non functional
68053,functional
51481,functional
14384,functional
40071,non functional
72316,functional
54047,functional
19845,non functional
10050,functional
39880,non functional
46577,non functional
15167,non functional
27368,functional
60658,functional needs repair
51278,functional
25351,functional
34551,functional
20902,non functional
33875,non functional
30290,non functional
14252,functional
37758,non functional
36878,functional
46955,functional needs repair
36055,non functional
18168,non functional
41890,functional
70595,functional
41431,functional
5718,non functional
67038,functional
36543,non functional
47033,non functional
42596,functional
3262,functional
72315,functional
48318,functional
22448,non functional
27426,functional
70249,functional
1944,functional
53676,functional
21720,non functional
73244,functional
15875,functional
22687,functional
8355,non functional
44428,non functional
27968,non functional
9396,functional
22501,functional
35964,functional
53124,non functional
31186,functional
61397,functional
42027,functional
35565,functional
1426,non functional
24650,non functional
37287,functional
36214,functional
35786,functional
34047,non functional
13447,functional
50696,functional
27505,non functional
27568,functional
6776,non functional
64970,functional
564,functional
70727,non functional
67423,functional
68466,functional
18508,functional
26254,functional needs repair
45862,non functional
23290,functional
34603,functional
68265,functional
57380,functional
57420,functional
72451,non functional
35022,functional
7678,functional
20789,non functional
52652,non functional
54177,functional
56384,non functional
47472,non functional
11622,functional
4326,functional
3984,functional
24411,functional
12231,functional
64894,functional
40497,non functional
27710,functional
49558,functional
50897,non functional
15724,functional
66058,non functional
542,non functional
14497,functional
72083,non functional
34813,functional
17352,non functional
66375,functional
67649,functional
6839,functional
21630,functional
40794,functional
5199,functional
41290,non functional
9558,functional
72549,functional
14400,non functional
45910,non functional
19756,functional
51711,functional needs repair
70301,non functional
38718,non functional
61589,functional
28445,functional
22516,functional
24465,non functional
12328,functional
14447,functional
38164,non functional
17282,functional
26570,functional needs repair
27762,functional
8127,non functional
13548,functional
11510,functional
54481,functional
49689,functional
15508,functional
23238,functional
59857,functional
1062,functional needs repair
21133,functional
30074,functional
41969,non functional
35368,functional
4939,functional
50404,functional
3903,functional
43338,functional
66956,non functional
37108,functional
10141,non functional
62506,non functional
58357,non functional
50738,functional
888,functional
756,functional
72095,functional
10409,functional
63693,functional
73838,functional
57893,non functional
14172,functional
44834,functional
1606,functional
26863,functional
66176,functional
13657,functional
4999,functional
65513,non functional
6152,non functional
27539,non functional
63928,functional
73288,functional
30254,functional
1128,functional
11421,functional
65963,non functional
43196,non functional
36929,functional
65800,functional
53860,functional
19204,functional
58287,functional
27074,non functional
30805,functional
20775,non functional
14462,non functional
39825,functional
72642,functional
70541,functional
40152,functional
72523,functional
543,functional
57098,non functional
44512,functional
31402,non functional
11429,functional
50757,non functional
47307,functional
70285,functional
53258,functional
37579,non functional
69693,functional
45235,non functional
23563,non functional
72866,functional needs repair
53924,non functional
21955,non functional
68988,non functional
70612,functional
32987,functional
6306,non functional
7057,functional
43289,functional
29529,non functional
21062,functional
9362,non functional
19493,functional
66371,functional
30136,functional
61679,non functional
71359,functional
3758,functional
70914,functional
4252,functional
1261,non functional
56469,functional
61355,functional
53336,non functional
7744,functional
71189,functional
38395,functional
9495,non functional
21037,non functional
36949,non functional
58688,non functional
69117,functional
74020,non functional
60858,functional
8634,non functional
31551,functional
15046,non functional
68853,functional
51791,functional
12568,non functional
9015,non functional
57708,non functional
4706,functional
7491,non functional
48717,functional
41009,functional
72647,non functional
64590,functional
55964,non functional
31543,functional
66889,functional
21261,functional
68092,functional
17794,non functional
42125,functional
71377,functional
52292,non functional
64504,functional
10675,functional
30489,functional
11522,functional
58884,functional
9563,non functional
36734,non functional
6413,functional
21702,non functional
42324,functional
70436,functional
59167,functional
53776,non functional
22815,functional
39897,functional
25952,functional
25776,functional
31953,non functional
7361,non functional
36426,functional needs repair
63117,functional needs repair
65487,functional
33565,functional
19260,functional
30498,non functional
19253,functional needs repair
53249,functional
42384,non functional
11763,functional
36344,non functional
19632,functional needs repair
49209,functional
4749,functional
59229,functional
1411,non functional
36129,functional
62841,functional
70806,functional
40046,non functional
27642,functional
10397,functional
40514,non functional
48639,non functional
14008,non functional
19842,functional
41380,non functional
53480,non functional
65987,non functional
42420,functional
66501,functional
65021,non functional
56570,non functional
71859,functional
28924,functional needs repair
74006,non functional
56851,non functional
62310,non functional
23887,non functional
19772,functional
43251,functional
13836,functional
5264,non functional
65921,functional
44798,functional needs repair
18135,functional
4223,functional
41703,functional
36492,functional
3155,functional
61138,functional
38290,functional
42287,functional
874,functional
64399,non functional
20981,non functional
18754,functional
27658,functional
23030,functional
9513,non functional
45638,non functional
7276,functional
3970,functional
23449,functional
58414,functional
1430,functional
52030,functional
48332,functional
31376,non functional
72908,functional
67324,non functional
15546,functional
